Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2017,Cowlitz,WA,Passenger,52,48,100,69316,69416,0.14
November 30 2020,Wahkiakum,WA,Passenger,6,6,12,3038,3050,0.39
January 31 2018,Columbia,WA,Passenger,2,1,3,2400,2403,0.12
February 28 2022,Ferry,WA,Truck,0,0,0,3565,3565,0
May 31 2023,Grant,WA,Truck,10,0,10,27995,28005,0.04
January 31 2023,Champaign,IL,Passenger,1,0,1,11,12,8.33
June 30 2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.3
January 31 2022,Travis,TX,Passenger,2,0,2,144,146,1.37
November 30 2021,Nueces,TX,Passenger,1,0,1,69,70,1.43
December 31 2018,Dale,AL,Passenger,0,1,1,53,54,1.85
February 28 2022,Vigo,IN,Passenger,1,0,1,5,6,16.67
August 31 2018,Skamania,WA,Passenger,14,10,24,8665,8689,0.28
September 30 2020,Spokane,WA,Truck,1,0,1,99823,99824,0
November 30 2021,Maui,HI,Passenger,1,0,1,29,30,3.33
September 30 2018,Orange,FL,Passenger,2,1,3,167,170,1.76
June 30 2021,Harnett,NC,Passenger,1,1,2,183,185,1.08
August 31 2019,Tulsa,OK,Passenger,1,1,2,57,59,3.39
September 30 2018,King,WA,Passenger,14203,6077,20280,1373412,1393692,1.46
February 28 2019,Klickitat,WA,Passenger,30,32,62,15445,15507,0.4
August 31 2022,Clackamas,OR,Passenger,2,0,2,149,151,1.32
May 31 2024,Benton,WA,Passenger,1595,717,2312,135439,137751,1.68
April 30 2017,Pima,AZ,Passenger,0,2,2,463,465,0.43
April 30 2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
November 30 2022,Gwinnett,GA,Passenger,1,0,1,58,59,1.69
April 30 2023,Collin,TX,Passenger,5,0,5,64,69,7.25
August 31 2023,Hennepin,MN,Passenger,1,0,1,38,39,2.56
August 31 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
October 31 2022,Cowlitz,WA,Passenger,382,184,566,70175,70741,0.8
December 31 2023,Fulton,GA,Passenger,1,1,2,56,58,3.45
July 31 2017,Howard,MD,Passenger,0,2,2,95,97,2.06
January 31 2023,Alameda,CA,Passenger,5,1,6,186,192,3.12
July 31 2023,Larimer,CO,Passenger,1,0,1,29,30,3.33
July 31 2022,Thurston,WA,Truck,8,0,8,55224,55232,0.01
December 31 2023,Pulaski,MO,Passenger,2,0,2,92,94,2.13
October 31 2019,Contra Costa,CA,Passenger,2,2,4,352,356,1.12
October 31 2022,Nassau,NY,Passenger,2,0,2,29,31,6.45
July 31 2023,Kitsap,WA,Passenger,3321,1318,4639,175458,180097,2.58
April 30 2018,Pierce,WA,Passenger,1154,1091,2245,529014,531259,0.42
April 30 2019,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
June 30 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
April 30 2022,San Luis Obispo,CA,Passenger,1,0,1,64,65,1.54
March 31 2018,San Juan,WA,Passenger,140,50,190,13931,14121,1.35
October 31 2020,Pima,AZ,Passenger,3,1,4,362,366,1.09
January 31 2024,Hamilton,OH,Passenger,1,0,1,27,28,3.57
December 31 2022,Owyhee,ID,Passenger,1,0,1,4,5,20
July 31 2020,Collier,FL,Passenger,1,0,1,22,23,4.35
January 31 2022,Wood,OH,Passenger,0,1,1,7,8,12.5
May 31 2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55
November 30 2023,Okanogan,WA,Truck,8,0,8,16359,16367,0.05
March 31 2019,Orange,CA,Passenger,5,1,6,552,558,1.08
February 28 2021,Cumberland,NC,Passenger,1,2,3,455,458,0.66
December 31 2018,Travis,TX,Passenger,2,1,3,213,216,1.39
January 31 2017,Shelby,TN,Passenger,0,1,1,117,118,0.85
July 31 2023,Garfield,WA,Truck,0,0,0,978,978,0
July 31 2021,Kittitas,WA,Passenger,165,68,233,29972,30205,0.77
July 31 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
May 31 2019,Contra Costa,CA,Passenger,2,2,4,376,380,1.05
June 30 2023,Allen,IN,Passenger,1,0,1,13,14,7.14
September 30 2020,Owyhee,ID,Passenger,1,0,1,4,5,20
May 31 2018,Cowlitz,WA,Passenger,58,75,133,71511,71644,0.19
January 31 2023,Fairfax,VA,Passenger,8,2,10,629,639,1.56
September 30 2022,Middlesex,NJ,Passenger,1,0,1,22,23,4.35
January 31 2022,Ada,ID,Passenger,1,0,1,203,204,0.49
February 29 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
May 31 2023,Hanover,VA,Passenger,1,0,1,1,2,50
April 30 2024,Klickitat,WA,Passenger,203,83,286,15061,15347,1.86
January 31 2022,Collin,TX,Passenger,3,0,3,119,122,2.46
June 30 2023,St. Mary's,MD,Passenger,2,0,2,178,180,1.11
August 31 2019,Polk,FL,Passenger,1,0,1,78,79,1.27
January 31 2022,Maricopa,AZ,Passenger,12,5,17,1217,1234,1.38
September 30 2023,Marin,CA,Passenger,1,1,2,29,31,6.45
September 30 2022,Harrison,MS,Passenger,1,0,1,44,45,2.22
November 30 2022,Sacramento,CA,Truck,1,0,1,39,40,2.5
December 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.5
June 30 2022,Whatcom,WA,Passenger,1815,737,2552,148805,151357,1.69
September 30 2021,Santa Clara,CA,Passenger,9,2,11,274,285,3.86
June 30 2023,Otero,NM,Passenger,0,1,1,27,28,3.57
January 31 2024,Hardin,KY,Truck,1,0,1,19,20,5
July 31 2018,Honolulu,HI,Passenger,1,2,3,538,541,0.55
December 31 2023,Los Angeles,CA,Passenger,11,4,15,595,610,2.46
August 31 2020,Morris,NJ,Passenger,1,0,1,17,18,5.56
June 30 2023,Yolo,CA,Passenger,2,0,2,26,28,7.14
June 30 2022,Douglas,NE,Passenger,1,2,3,46,49,6.12
January 31 2023,Larimer,CO,Passenger,1,0,1,35,36,2.78
March 31 2023,Columbia,WA,Truck,0,0,0,1569,1569,0
February 29 2024,Collier,FL,Passenger,1,0,1,9,10,10
October 31 2017,Thurston,WA,Passenger,441,371,812,188792,189604,0.43
February 28 2021,,,Passenger,4,1,5,357,362,1.38
September 30 2017,Juneau,AK,Passenger,0,1,1,47,48,2.08
June 30 2021,Placer,CA,Passenger,2,0,2,84,86,2.33
July 31 2023,Yavapai,AZ,Passenger,0,1,1,22,23,4.35
April 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20
September 30 2020,Grays Harbor,WA,Passenger,115,116,231,48461,48692,0.47
October 31 2017,Collin,TX,Passenger,0,1,1,153,154,0.65
July 31 2021,Walla Walla,WA,Truck,0,0,0,14050,14050,0
April 30 2024,Chesapeake,VA,Passenger,2,0,2,256,258,0.78
July 31 2018,Norfolk,VA,Passenger,2,2,4,330,334,1.2
April 30 2023,Tom Green,TX,Passenger,0,1,1,18,19,5.26
January 31 2017,Snohomish,WA,Passenger,1549,803,2352,514856,517208,0.45
January 31 2023,Jefferson,WA,Passenger,496,237,733,24275,25008,2.93
March 31 2017,Kitsap,WA,Truck,1,0,1,52317,52318,0
October 31 2019,Chelan,WA,Truck,0,0,0,22492,22492,0
June 30 2020,Chelan,WA,Truck,0,0,0,22511,22511,0
November 30 2019,Klickitat,WA,Truck,0,0,0,8302,8302,0
March 31 2021,El Paso,TX,Passenger,3,0,3,397,400,0.75
May 31 2023,Rockingham,NH,Passenger,1,0,1,13,14,7.14
September 30 2023,Clark,WA,Passenger,6552,2499,9051,313648,322699,2.8
February 29 2020,King,WA,Truck,6,1,7,182560,182567,0
June 30 2024,Franklin,WA,Truck,15,0,15,20455,20470,0.07
January 31 2022,Queens,NY,Passenger,1,0,1,55,56,1.79
September 30 2018,Douglas,WA,Passenger,48,33,81,27845,27926,0.29
May 31 2019,,,Passenger,4,2,6,409,415,1.45
August 31 2023,Multnomah,OR,Passenger,2,1,3,432,435,0.69
January 31 2017,Asotin,WA,Truck,0,0,0,6483,6483,0
November 30 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
November 30 2021,Garfield,WA,Truck,0,0,0,993,993,0
April 30 2018,Chelan,WA,Truck,0,0,0,21759,21759,0
July 31 2022,Clark,NV,Passenger,9,3,12,559,571,2.1
May 31 2019,Virginia Beach,VA,Passenger,1,1,2,705,707,0.28
August 31 2022,Lexington,SC,Passenger,1,0,1,23,24,4.17
December 31 2021,New York,NY,Passenger,2,0,2,44,46,4.35
November 30 2018,Montgomery,AL,Passenger,1,0,1,50,51,1.96
July 31 2023,Essex,NJ,Passenger,2,0,2,8,10,20
November 30 2018,San Juan,WA,Passenger,176,68,244,14206,14450,1.69
June 30 2017,Adams,WA,Passenger,2,3,5,12201,12206,0.04
May 31 2024,Columbia,WA,Passenger,9,0,9,2391,2400,0.38
July 31 2017,Pacific,WA,Truck,0,0,0,7491,7491,0
September 30 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
April 30 2021,Clallam,WA,Truck,1,0,1,21978,21979,0
November 30 2022,Muscogee,GA,Passenger,1,2,3,120,123,2.44
November 30 2021,Escambia,FL,Passenger,0,1,1,146,147,0.68
January 31 2021,Lake,FL,Passenger,1,0,1,24,25,4
March 31 2024,St. Louis,MO,Passenger,1,0,1,46,47,2.13
April 30 2020,King,WA,Truck,5,1,6,181466,181472,0
October 31 2019,Pend Oreille,WA,Passenger,7,6,13,9488,9501,0.14
December 31 2017,Maui,HI,Passenger,1,0,1,68,69,1.45
February 28 2022,Allen,IN,Passenger,1,0,1,20,21,4.76
April 30 2023,Chesterfield,VA,Passenger,1,0,1,37,38,2.63
May 31 2024,Meade,KY,Passenger,1,0,1,17,18,5.56
September 30 2022,Snohomish,WA,Passenger,9061,2621,11682,530472,542154,2.15
June 30 2017,Lincoln,WA,Truck,0,0,0,4429,4429,0
September 30 2020,Denver,CO,Passenger,1,0,1,119,120,0.83
February 28 2023,Montgomery,MD,Passenger,4,3,7,202,209,3.35
January 31 2018,,,Passenger,3,1,4,438,442,0.9
October 31 2022,Autauga,AL,Passenger,2,0,2,14,16,12.5
February 28 2021,Fort Bend,TX,Passenger,1,0,1,40,41,2.44
January 31 2019,Boulder,CO,Passenger,1,0,1,54,55,1.82
August 31 2023,Yakima,WA,Passenger,555,272,827,166164,166991,0.5
March 31 2019,Maricopa,AZ,Passenger,5,4,9,1632,1641,0.55
July 31 2021,Los Angeles,CA,Passenger,9,11,20,944,964,2.07
February 28 2017,Monterey,CA,Passenger,0,1,1,229,230,0.43
March 31 2023,San Bernardino,CA,Passenger,3,1,4,326,330,1.21
September 30 2022,Howard,MD,Passenger,0,2,2,66,68,2.94
October 31 2021,Charleston,SC,Passenger,2,1,3,87,90,3.33
May 31 2023,Berkeley,SC,Passenger,0,1,1,107,108,0.93
August 31 2020,Pima,AZ,Passenger,3,1,4,363,367,1.09
January 31 2024,Thurston,WA,Truck,96,0,96,53447,53543,0.18
October 31 2023,Prince William,VA,Passenger,1,4,5,157,162,3.09
March 31 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
February 28 2019,Shasta,CA,Passenger,1,0,1,46,47,2.13
January 31 2024,Okanogan,WA,Passenger,172,78,250,26114,26364,0.95
November 30 2018,Nassau,NY,Passenger,3,0,3,39,42,7.14
January 31 2024,Sacramento,CA,Truck,1,0,1,28,29,3.45
February 28 2023,Island,WA,Passenger,972,410,1382,61136,62518,2.21
March 31 2020,Goochland,VA,Passenger,2,1,3,276,279,1.08
January 31 2023,Sedgwick,KS,Passenger,0,1,1,69,70,1.43
October 31 2021,Douglas,CO,Passenger,0,1,1,88,89,1.12
April 30 2019,Montgomery,AL,Passenger,1,1,2,47,49,4.08
January 31 2018,King,WA,Truck,8,1,9,184754,184763,0
August 31 2021,Goochland,VA,Passenger,4,2,6,240,246,2.44
June 30 2023,Wichita,TX,Passenger,1,0,1,34,35,2.86
November 30 2020,Nueces,TX,Passenger,1,0,1,86,87,1.15
January 31 2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
February 28 2023,Pinal,AZ,Passenger,0,1,1,108,109,0.92
September 30 2023,Skagit,WA,Passenger,1237,448,1685,88702,90387,1.86
February 29 2020,Whatcom,WA,Passenger,1043,486,1529,151530,153059,1
April 30 2017,Hawaii,HI,Passenger,1,0,1,88,89,1.12
October 31 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
December 31 2022,Columbia,OR,Passenger,1,0,1,13,14,7.14
April 30 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
April 30 2023,Plaquemines,LA,Passenger,1,1,2,18,20,10
December 31 2022,Autauga,AL,Passenger,2,0,2,13,15,13.33
September 30 2017,Essex,NJ,Passenger,1,0,1,15,16,6.25
December 31 2018,Garfield,WA,Passenger,1,1,2,1328,1330,0.15
May 31 2019,Franklin,WA,Truck,0,0,0,19244,19244,0
June 30 2019,San Joaquin,CA,Passenger,1,0,1,135,136,0.74
April 30 2022,Flathead,MT,Passenger,1,0,1,42,43,2.33
June 30 2024,Charlottesville,VA,Passenger,0,1,1,1,2,50
July 31 2019,Adams,WA,Passenger,5,6,11,12827,12838,0.09
March 31 2019,Whitman,WA,Truck,0,0,0,8504,8504,0
December 31 2018,Camden,NJ,Passenger,0,1,1,28,29,3.45
January 31 2021,Saginaw,MI,Passenger,2,0,2,10,12,16.67
July 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
March 31 2022,Fairfax,VA,Passenger,5,2,7,660,667,1.05
August 31 2023,Essex,MA,Passenger,1,0,1,10,11,9.09
February 28 2021,Lewis,WA,Passenger,127,134,261,58837,59098,0.44
October 31 2021,Maricopa,AZ,Passenger,12,5,17,1264,1281,1.33
November 30 2020,Collier,FL,Passenger,1,0,1,21,22,4.55
June 30 2023,Salt Lake,UT,Passenger,3,1,4,123,127,3.15
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.7
October 31 2023,Atlantic,NJ,Passenger,1,0,1,10,11,9.09
February 28 2017,Thurston,WA,Truck,0,0,0,53323,53323,0
May 31 2021,Mason,WA,Truck,0,0,0,21325,21325,0
June 30 2019,Yakima,WA,Passenger,105,104,209,165108,165317,0.13
September 30 2021,Kitsap,WA,Passenger,1994,906,2900,180496,183396,1.58
March 31 2018,Clay,FL,Passenger,0,1,1,102,103,0.97
November 30 2019,Washoe,NV,Passenger,1,0,1,116,117,0.85
September 30 2022,Boulder,CO,Passenger,2,0,2,47,49,4.08
December 31 2017,Allegheny,PA,Passenger,1,0,1,88,89,1.12
September 30 2019,Camden,NJ,Passenger,0,1,1,24,25,4
September 30 2023,Clallam,WA,Passenger,614,300,914,48980,49894,1.83
November 30 2022,Brown,WI,Passenger,1,0,1,8,9,11.11
July 31 2020,Lake,FL,Passenger,1,0,1,25,26,3.85
December 31 2021,Ray,MO,Passenger,0,1,1,1,2,50
July 31 2022,Richland,SC,Passenger,0,1,1,138,139,0.72
September 30 2018,Riverside,CA,Passenger,2,2,4,704,708,0.56
December 31 2018,Montgomery,MD,Passenger,1,0,1,281,282,0.35
May 31 2019,Prince William,VA,Passenger,1,5,6,248,254,2.36
July 31 2024,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
November 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
October 31 2021,Botetourt,VA,Passenger,1,0,1,1,2,50
December 31 2023,Mason,WA,Passenger,552,228,780,46214,46994,1.66
August 31 2019,Oklahoma,OK,Passenger,0,1,1,133,134,0.75
July 31 2019,Flathead,MT,Passenger,1,0,1,68,69,1.45
May 31 2018,Kootenai,ID,Passenger,0,1,1,224,225,0.44
November 30 2022,Kern,CA,Passenger,1,1,2,205,207,0.97
November 30 2018,Caddo,LA,Passenger,0,1,1,26,27,3.7
June 30 2024,Shelby,AL,Passenger,2,0,2,3,5,40
December 31 2021,Sumter,SC,Passenger,0,1,1,33,34,2.94
July 31 2023,Grays Harbor,WA,Truck,9,0,9,20931,20940,0.04
November 30 2023,Douglas,WA,Truck,8,0,8,13053,13061,0.06
November 30 2022,Pacific,WA,Truck,1,0,1,7837,7838,0.01
June 30 2024,El Paso,CO,Truck,1,0,1,113,114,0.88
November 30 2023,Richland,SC,Passenger,0,1,1,102,103,0.97
December 31 2021,Suffolk,MA,Passenger,0,2,2,28,30,6.67
May 31 2019,Suffolk,MA,Passenger,0,1,1,42,43,2.33
July 31 2022,Yavapai,AZ,Passenger,0,1,1,30,31,3.23
September 30 2018,Mercer,NJ,Passenger,0,1,1,17,18,5.56
March 31 2018,Franklin,WA,Truck,0,0,0,18613,18613,0
March 31 2022,Wahkiakum,WA,Truck,0,0,0,1813,1813,0
July 31 2018,Fairfax,VA,Passenger,3,1,4,833,837,0.48
September 30 2021,Pinellas,FL,Passenger,0,1,1,99,100,1
September 30 2023,Onslow,NC,Passenger,0,1,1,137,138,0.72
October 31 2017,Lewis,WA,Passenger,53,41,94,56276,56370,0.17
July 31 2017,Pend Oreille,WA,Passenger,3,4,7,9322,9329,0.08
October 31 2019,Norfolk,VA,Passenger,2,2,4,343,347,1.15
May 31 2024,Montgomery,MD,Passenger,5,1,6,173,179,3.35
June 30 2022,Goochland,VA,Passenger,3,3,6,152,158,3.8
September 30 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
June 30 2022,Middlesex,NJ,Passenger,1,0,1,23,24,4.17
June 30 2017,Skamania,WA,Passenger,9,7,16,8563,8579,0.19
February 28 2018,Pacific,WA,Truck,0,0,0,7556,7556,0
January 31 2023,New York,NY,Passenger,2,0,2,39,41,4.88
May 31 2022,Williams,ND,Passenger,0,1,1,7,8,12.5
February 28 2019,Grays Harbor,WA,Passenger,66,79,145,47444,47589,0.3
February 28 2017,San Juan,WA,Truck,0,0,0,5572,5572,0
May 31 2017,Clark,WA,Passenger,770,489,1259,298758,300017,0.42
June 30 2023,Clark,NV,Passenger,9,3,12,446,458,2.62
November 30 2022,Collier,FL,Passenger,1,0,1,15,16,6.25
May 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10
May 31 2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
August 31 2019,Ferry,WA,Passenger,5,2,7,4418,4425,0.16
March 31 2023,Onslow,NC,Passenger,0,1,1,151,152,0.66
August 31 2018,Garfield,OK,Passenger,1,0,1,18,19,5.26
May 31 2022,Botetourt,VA,Passenger,1,0,1,1,2,50
November 30 2020,Cumberland,NC,Passenger,1,3,4,458,462,0.87
January 31 2019,Tarrant,TX,Passenger,2,0,2,207,209,0.96
May 31 2021,Hawaii,HI,Passenger,1,0,1,52,53,1.89
May 31 2024,Palm Beach,FL,Passenger,1,0,1,37,38,2.63
July 31 2020,Thurston,WA,Passenger,1173,743,1916,196966,198882,0.96
February 29 2024,Clallam,WA,Passenger,699,329,1028,48713,49741,2.07
October 31 2020,Asotin,WA,Passenger,17,14,31,12388,12419,0.25
August 31 2021,Pinellas,FL,Passenger,0,1,1,99,100,1
December 31 2021,Collier,FL,Passenger,1,0,1,19,20,5
July 31 2024,Shelby,AL,Passenger,1,0,1,3,4,25
January 31 2024,Currituck,NC,Passenger,1,0,1,18,19,5.26
April 30 2018,Eagle,CO,Passenger,1,0,1,6,7,14.29
April 30 2020,Garfield,WA,Passenger,0,1,1,1339,1340,0.07
March 31 2017,Dallas,TX,Passenger,1,1,2,210,212,0.94
May 31 2022,Anne Arundel,MD,Passenger,3,3,6,352,358,1.68
July 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10
June 30 2023,New London,CT,Passenger,2,3,5,173,178,2.81
January 31 2024,Jefferson,NY,Passenger,2,0,2,175,177,1.13
September 30 2019,Jefferson,WA,Passenger,207,126,333,25118,25451,1.31
January 31 2023,Wahkiakum,WA,Passenger,25,15,40,3047,3087,1.3
May 31 2023,Lane,OR,Passenger,0,2,2,83,85,2.35
May 31 2017,Garfield,WA,Truck,0,0,0,931,931,0
July 31 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
September 30 2019,Lee,FL,Passenger,1,0,1,50,51,1.96
May 31 2024,Essex,MA,Passenger,1,0,1,9,10,10
July 31 2018,Okanogan,WA,Passenger,9,20,29,26013,26042,0.11
May 31 2018,Honolulu,HI,Passenger,2,2,4,543,547,0.73
May 31 2018,Maricopa,AZ,Passenger,1,2,3,1646,1649,0.18
March 31 2023,San Joaquin,CA,Passenger,0,1,1,84,85,1.18
June 30 2022,Collier,FL,Passenger,1,0,1,15,16,6.25
November 30 2018,Tulsa,OK,Passenger,1,1,2,54,56,3.57
October 31 2021,Lake,FL,Passenger,1,0,1,25,26,3.85
December 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
March 31 2020,Benton,WA,Passenger,343,319,662,135113,135775,0.49
January 31 2018,Brevard,FL,Passenger,0,1,1,104,105,0.95
March 31 2021,Pinellas,FL,Passenger,1,1,2,105,107,1.87
May 31 2019,Lewis,WA,Truck,0,0,0,25913,25913,0
November 30 2023,St. Mary's,MD,Passenger,2,0,2,177,179,1.12
August 31 2020,Shasta,CA,Passenger,1,0,1,36,37,2.7
December 31 2018,Ada,ID,Passenger,0,2,2,325,327,0.61
June 30 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
October 31 2020,Newport,RI,Passenger,0,1,1,82,83,1.2
November 30 2023,Clallam,WA,Passenger,653,309,962,48994,49956,1.93
November 30 2017,Walla Walla,WA,Passenger,29,31,60,35229,35289,0.17
March 31 2020,Washington,OR,Passenger,1,0,1,477,478,0.21
November 30 2021,Jefferson,NY,Passenger,1,0,1,214,215,0.47
May 31 2018,Ferry,WA,Truck,0,0,0,3502,3502,0
April 30 2018,Lee,AL,Passenger,1,0,1,32,33,3.03
March 31 2020,Wahkiakum,WA,Passenger,6,5,11,3006,3017,0.36
June 30 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
July 31 2024,Cumberland,NC,Passenger,3,2,5,262,267,1.87
May 31 2024,Salt Lake,UT,Passenger,5,1,6,82,88,6.82
April 30 2024,Alexandria,VA,Passenger,3,0,3,83,86,3.49
October 31 2018,Pinal,AZ,Passenger,2,0,2,211,213,0.94
December 31 2022,Williamson,TX,Passenger,0,2,2,76,78,2.56
November 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
November 30 2022,Harford,MD,Passenger,1,1,2,40,42,4.76
November 30 2018,Lincoln,WA,Truck,0,0,0,4629,4629,0
October 31 2023,Mobile,AL,Passenger,1,0,1,27,28,3.57
November 30 2017,Frederick,MD,Passenger,0,1,1,86,87,1.15
April 30 2018,Utah,UT,Passenger,0,1,1,147,148,0.68
July 31 2022,Pierce,WA,Passenger,5236,2331,7567,542723,550290,1.38
June 30 2024,Wahkiakum,WA,Truck,5,0,5,1723,1728,0.29
November 30 2021,San Francisco,CA,Passenger,1,1,2,103,105,1.9
October 31 2022,Washtenaw,MI,Passenger,0,1,1,27,28,3.57
September 30 2018,Arlington,VA,Passenger,1,1,2,174,176,1.14
March 31 2023,DuPage,IL,Passenger,2,1,3,36,39,7.69
December 31 2020,Juneau,AK,Passenger,0,1,1,28,29,3.45
March 31 2022,Carroll,MD,Passenger,0,1,1,17,18,5.56
December 31 2022,Fredericksburg,VA,Passenger,1,0,1,6,7,14.29
November 30 2017,Los Angeles,CA,Passenger,4,2,6,1248,1254,0.48
October 31 2020,Washtenaw,MI,Passenger,1,1,2,32,34,5.88
June 30 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
May 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20
June 30 2021,Richmond,NY,Passenger,1,0,1,7,8,12.5
April 30 2018,Kittitas,WA,Passenger,41,32,73,28766,28839,0.25
September 30 2017,Whatcom,WA,Passenger,497,190,687,143815,144502,0.48
December 31 2019,Nueces,TX,Passenger,1,1,2,86,88,2.27
April 30 2019,Thurston,WA,Truck,0,0,0,55006,55006,0
October 31 2018,Garfield,WA,Truck,0,0,0,959,959,0
September 30 2023,Dallas,TX,Passenger,1,0,1,81,82,1.22
December 31 2017,Lincoln,WA,Truck,0,0,0,4493,4493,0
November 30 2022,Placer,CA,Passenger,2,0,2,72,74,2.7
September 30 2022,Loudoun,VA,Passenger,2,1,3,66,69,4.35
July 31 2020,Ferry,WA,Truck,0,0,0,3569,3569,0
June 30 2021,Stevens,WA,Truck,0,0,0,18939,18939,0
March 31 2020,Mason,WA,Passenger,153,133,286,47496,47782,0.6
February 28 2021,Whatcom,WA,Passenger,1277,572,1849,149931,151780,1.22
February 28 2018,Flathead,MT,Passenger,1,0,1,59,60,1.67
October 31 2023,Stevens,WA,Truck,2,0,2,18698,18700,0.01
May 31 2022,Sarpy,NE,Passenger,1,0,1,65,66,1.52
July 31 2019,Pierce,WA,Passenger,1876,1569,3445,544081,547526,0.63
October 31 2019,Kern,CA,Passenger,0,1,1,224,225,0.44
April 30 2017,Cascade,MT,Passenger,0,1,1,64,65,1.54
July 31 2018,St. Mary's,MD,Passenger,1,0,1,211,212,0.47
April 30 2023,San Francisco,CA,Passenger,1,0,1,73,74,1.35
January 31 2019,Benton,WA,Truck,0,0,0,41611,41611,0
May 31 2021,Thurston,WA,Truck,0,0,0,56571,56571,0
August 31 2023,Island,WA,Passenger,1152,447,1599,60939,62538,2.56
September 30 2023,Ada,ID,Passenger,2,0,2,116,118,1.69
February 28 2023,Randolph,NC,Passenger,1,0,1,3,4,25
October 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
April 30 2024,Yakima,WA,Passenger,735,325,1060,166171,167231,0.63
August 31 2019,Whitman,WA,Passenger,34,44,78,22700,22778,0.34
February 28 2019,Kittitas,WA,Truck,0,0,0,14266,14266,0
March 31 2020,Tarrant,TX,Passenger,2,0,2,189,191,1.05
October 31 2023,Adams,WA,Truck,3,0,3,5351,5354,0.06
August 31 2023,Polk,OR,Passenger,1,1,2,18,20,10
May 31 2022,Hamilton,IN,Passenger,1,0,1,29,30,3.33
February 29 2020,Skamania,WA,Passenger,28,18,46,8762,8808,0.52
October 31 2018,Howard,MD,Passenger,0,1,1,93,94,1.06
April 30 2019,Cook,IL,Passenger,1,0,1,248,249,0.4
November 30 2021,Richland,SC,Passenger,0,2,2,139,141,1.42
November 30 2020,Douglas,WA,Truck,0,0,0,12443,12443,0
January 31 2019,Hardin,KY,Passenger,0,1,1,100,101,0.99
September 30 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
November 30 2017,Grays Harbor,WA,Truck,0,0,0,20015,20015,0
May 31 2019,El Paso,TX,Passenger,3,0,3,472,475,0.63
March 31 2023,Salt Lake,UT,Passenger,3,1,4,131,135,2.96
October 31 2021,Yavapai,AZ,Passenger,0,1,1,42,43,2.33
March 31 2024,Denton,TX,Passenger,1,0,1,37,38,2.63
November 30 2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
November 30 2023,Garfield,OK,Passenger,1,0,1,15,16,6.25
November 30 2023,Collin,TX,Passenger,4,0,4,41,45,8.89
September 30 2018,Mason,WA,Truck,0,0,0,20082,20082,0
February 28 2019,Douglas,WA,Passenger,52,35,87,27932,28019,0.31
June 30 2018,Skamania,WA,Passenger,11,9,20,8656,8676,0.23
May 31 2021,Tarrant,TX,Passenger,2,0,2,161,163,1.23
April 30 2022,Montgomery,MD,Passenger,4,2,6,212,218,2.75
January 31 2019,Marion,OR,Passenger,1,0,1,122,123,0.81
December 31 2023,Yuba,CA,Passenger,1,0,1,49,50,2
October 31 2021,Sarasota,FL,Passenger,2,0,2,41,43,4.65
September 30 2017,Garfield,WA,Passenger,1,0,1,1295,1296,0.08
September 30 2023,Leavenworth,KS,Passenger,0,1,1,80,81,1.23
May 31 2024,Houston,GA,Passenger,1,0,1,31,32,3.12
May 31 2024,King,WA,Passenger,77811,18880,96691,1299278,1395969,6.93
July 31 2021,Okanogan,WA,Passenger,64,43,107,26519,26626,0.4
